"Test Article Name","Study Conclusion","Trial Result","Microsomal Activation Used",Protocol,"Study View",CASRN,"NTP Study ID"
"Penicillin VK",Positive,Inconclusive,"Induced S9","954196.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/954196.sift)","002-02634-0011-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02634-0011-0000-9)"," 132-98-9",954196
"Penicillin VK",Positive,Positive,"Induced S9","954196.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/954196.sift)","002-02634-0011-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02634-0011-0000-9)"," 132-98-9",954196
"Penicillin VK",Positive,Positive,"Non-Induced S9","954196.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/954196.sift)","002-02634-0011-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02634-0011-0000-9)"," 132-98-9",954196
"Penicillin VK",Positive,"Negative and Non-Toxic",Nonactivation,"954196.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/954196.sift)","002-02634-0011-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02634-0011-0000-9)"," 132-98-9",954196
Pentachloroanisole,Positive,Inconclusive,"Induced S9","644226.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/644226.sift)","002-02640-0008-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02640-0008-0000-2)"," 1825-21-4",644226
Pentachloroanisole,Positive,Positive,"Induced S9","644226.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/644226.sift)","002-02640-0008-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02640-0008-0000-2)"," 1825-21-4",644226
Pentachloroanisole,Positive,Equivocal,Nonactivation,"644226.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/644226.sift)","002-02640-0008-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02640-0008-0000-2)"," 1825-21-4",644226
Pentachloroanisole,Positive,Positive,Nonactivation,"644226.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/644226.sift)","002-02640-0008-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02640-0008-0000-2)"," 1825-21-4",644226
Pentachloroethane,Positive,Inconclusive,Nonactivation,"072127.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/072127.sift)","002-02642-0006-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02642-0006-0000-2)"," 76-01-7",072127
Pentachloroethane,Positive,Positive,Nonactivation,"072127.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/072127.sift)","002-02642-0006-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02642-0006-0000-2)"," 76-01-7",072127
Pentachloronitrobenzene,Negative,"Negative and Non-Toxic","Induced S9","303135.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/303135.sift)","002-02643-0012-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02643-0012-0000-0)"," 82-68-8",303135
Pentachloronitrobenzene,Negative,"Negative and Non-Toxic",Nonactivation,"303135.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/303135.sift)","002-02643-0012-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02643-0012-0000-0)"," 82-68-8",303135
Phenacetin,Negative,Inconclusive,"Induced S9","838305.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/838305.sift)","002-02660-0002-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02660-0002-0000-8)"," 62-44-2",838305
Phenacetin,Negative,"Negative and Non-Toxic","Induced S9","838305.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/838305.sift)","002-02660-0002-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02660-0002-0000-8)"," 62-44-2",838305
Phenacetin,Negative,"Negative and Non-Toxic","Non-Induced S9","838305.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/838305.sift)","002-02660-0002-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02660-0002-0000-8)"," 62-44-2",838305
Phenacetin,Negative,Inconclusive,Nonactivation,"838305.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/838305.sift)","002-02660-0002-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02660-0002-0000-8)"," 62-44-2",838305
Phenacetin,Negative,"Negative and Non-Toxic",Nonactivation,"838305.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/838305.sift)","002-02660-0002-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02660-0002-0000-8)"," 62-44-2",838305
"Phenazopyridine hydrochloride",Positive,Positive,"Induced S9","051415.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/051415.sift)","002-02663-0011-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02663-0011-0000-1)"," 136-40-3",051415
"Phenazopyridine hydrochloride",Positive,Rejected,"Induced S9","051415.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/051415.sift)","002-02663-0011-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02663-0011-0000-1)"," 136-40-3",051415
"Phenazopyridine hydrochloride",Positive,Equivocal,Nonactivation,"051415.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/051415.sift)","002-02663-0011-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02663-0011-0000-1)"," 136-40-3",051415
"Phenazopyridine hydrochloride",Positive,Negative,Nonactivation,"051415.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/051415.sift)","002-02663-0011-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02663-0011-0000-1)"," 136-40-3",051415
Phenesterin,Negative,"Negative and Non-Toxic","Induced S9","012521.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/012521.sift)","002-02665-0008-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02665-0008-0000-9)"," 3546-10-9",012521
Phenesterin,Negative,"Negative and Non-Toxic",Nonactivation,"012521.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/012521.sift)","002-02665-0008-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02665-0008-0000-9)"," 3546-10-9",012521
"Phenformin hydrochloride",Equivocal,Inconclusive,"Induced S9","075668.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/075668.sift)","002-02667-0008-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02667-0008-0000-1)"," 834-28-6",075668
"Phenformin hydrochloride",Equivocal,Negative,"Induced S9","075668.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/075668.sift)","002-02667-0008-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02667-0008-0000-1)"," 834-28-6",075668
"Phenformin hydrochloride",Equivocal,Equivocal,Nonactivation,"075668.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/075668.sift)","002-02667-0008-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02667-0008-0000-1)"," 834-28-6",075668
"Potassium chloride",Positive,Equivocal,"Induced S9","012218.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/012218.sift)","002-02722-0006-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02722-0006-0000-1)"," 7447-40-7",012218
"Potassium chloride",Positive,Positive,"Induced S9","012218.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/012218.sift)","002-02722-0006-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02722-0006-0000-1)"," 7447-40-7",012218
"Potassium chloride",Positive,Equivocal,"Non-Induced S9","012218.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/012218.sift)","002-02722-0006-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02722-0006-0000-1)"," 7447-40-7",012218
"Potassium chloride",Positive,"Negative and Non-Toxic",Nonactivation,"012218.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/012218.sift)","002-02722-0006-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02722-0006-0000-1)"," 7447-40-7",012218
"Potassium chloride",Negative,"Negative and Non-Toxic","Induced S9","248742.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/248742.sift)","002-02722-0007-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02722-0007-0000-2)"," 7447-40-7",248742
"Potassium chloride",Negative,"Negative and Non-Toxic",Nonactivation,"248742.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/248742.sift)","002-02722-0007-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02722-0007-0000-2)"," 7447-40-7",248742
"Potassium chloride",Negative,Positive,Nonactivation,"248742.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/248742.sift)","002-02722-0007-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02722-0007-0000-2)"," 7447-40-7",248742
"Potassium chloride",Negative,Rejected,Nonactivation,"248742.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/248742.sift)","002-02722-0007-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02722-0007-0000-2)"," 7447-40-7",248742
"Potassium chloride",Positive,Negative,"Induced S9","563764.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/563764.sift)","002-02722-0008-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02722-0008-0000-3)"," 7447-40-7",563764
"Potassium chloride",Positive,"No Call","Induced S9","563764.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/563764.sift)","002-02722-0008-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02722-0008-0000-3)"," 7447-40-7",563764
"Potassium chloride",Positive,Positive,"Induced S9","563764.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/563764.sift)","002-02722-0008-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02722-0008-0000-3)"," 7447-40-7",563764
"Potassium chloride",Positive,Negative,Nonactivation,"563764.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/563764.sift)","002-02722-0008-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02722-0008-0000-3)"," 7447-40-7",563764
"Potassium chloride",Positive,"Negative and Non-Toxic",Nonactivation,"563764.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/563764.sift)","002-02722-0008-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02722-0008-0000-3)"," 7447-40-7",563764
"Potassium chloride",Positive,Positive,Nonactivation,"563764.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/563764.sift)","002-02722-0008-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02722-0008-0000-3)"," 7447-40-7",563764
"Potassium fluoride",Positive,Positive,"Induced S9","712642.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/712642.sift)","002-02725-0001-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02725-0001-0000-9)"," 7789-23-3",712642
"Potassium fluoride",Positive,Equivocal,Nonactivation,"712642.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/712642.sift)","002-02725-0001-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02725-0001-0000-9)"," 7789-23-3",712642
"Potassium fluoride",Positive,Negative,Nonactivation,"712642.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/712642.sift)","002-02725-0001-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02725-0001-0000-9)"," 7789-23-3",712642
"Potassium fluoride",Positive,Positive,Nonactivation,"712642.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/712642.sift)","002-02725-0001-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02725-0001-0000-9)"," 7789-23-3",712642
"Procarbazine hydrochloride",Positive,"No Call","Induced S9","G11149.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G11149.sift)","002-02734-0008-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02734-0008-0000-6)"," 366-70-1",G11149
"Procarbazine hydrochloride",Positive,Positive,"Induced S9","G11149.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G11149.sift)","002-02734-0008-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02734-0008-0000-6)"," 366-70-1",G11149
"Procarbazine hydrochloride",Positive,"No Call",Nonactivation,"G11149.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G11149.sift)","002-02734-0008-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02734-0008-0000-6)"," 366-70-1",G11149
"Procarbazine hydrochloride",Positive,Positive,Nonactivation,"G11149.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G11149.sift)","002-02734-0008-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02734-0008-0000-6)"," 366-70-1",G11149
"Procarbazine hydrochloride",Positive,Inconclusive,"Induced S9","G78218.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G78218.sift)","002-02734-0009-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02734-0009-0000-7)"," 366-70-1",G78218
Phenobarbital,Positive,Negative,"Induced S9","952103.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/952103.sift)","002-02669-0004-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02669-0004-0000-9)"," 50-06-6",952103
Phenobarbital,Positive,Inconclusive,Nonactivation,"952103.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/952103.sift)","002-02669-0004-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02669-0004-0000-9)"," 50-06-6",952103
Phenobarbital,Positive,Positive,Nonactivation,"952103.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/952103.sift)","002-02669-0004-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02669-0004-0000-9)"," 50-06-6",952103
Phenol,Positive,Positive,"Induced S9","987728.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/987728.sift)","002-02670-0011-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02670-0011-0000-9)"," 108-95-2",987728
Phenol,Positive,Equivocal,Nonactivation,"987728.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/987728.sift)","002-02670-0011-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02670-0011-0000-9)"," 108-95-2",987728
Phenol,Positive,Inconclusive,Nonactivation,"987728.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/987728.sift)","002-02670-0011-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02670-0011-0000-9)"," 108-95-2",987728
"Phenoxy acetic acid",Negative,"Negative and Non-Toxic","Induced S9","869769.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/869769.sift)","002-02674-0002-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02674-0002-0000-3)"," 122-59-8",869769
"Phenoxy acetic acid",Negative,"Negative and Non-Toxic",Nonactivation,"869769.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/869769.sift)","002-02674-0002-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02674-0002-0000-3)"," 122-59-8",869769
Phenylbutazone,Positive,,"Induced S9","421302.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/421302.sift)","002-02679-0009-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02679-0009-0000-5)"," 50-33-9",421302
Phenylbutazone,Positive,,Nonactivation,"421302.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/421302.sift)","002-02679-0009-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02679-0009-0000-5)"," 50-33-9",421302
"Phenylephrine hydrochloride",Positive,Equivocal,Nonactivation,"106595.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/106595.sift)","002-02680-0009-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02680-0009-0000-7)"," 61-76-7",106595
"Phenylephrine hydrochloride",Positive,Positive,Nonactivation,"106595.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/106595.sift)","002-02680-0009-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02680-0009-0000-7)"," 61-76-7",106595
Phthalamide,Negative,"Negative and Non-Toxic","Induced S9","472127.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/472127.sift)","002-02688-0008-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02688-0008-0000-4)"," 88-96-0",472127
Phthalamide,Negative,"Negative and Non-Toxic",Nonactivation,"472127.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/472127.sift)","002-02688-0008-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02688-0008-0000-4)"," 88-96-0",472127
"Phthalic anhydride",Positive,Positive,Nonactivation,"358037.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/358037.sift)","002-02690-0009-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02690-0009-0000-8)"," 85-44-9",358037
"Piperonyl butoxide",Positive,Positive,Nonactivation,"374054.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/374054.sift)","002-02702-0008-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02702-0008-0000-1)"," 51-03-6",374054
"Piperonyl sulfoxide",Positive,Negative,"Induced S9","096915.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/096915.sift)","002-02703-0010-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02703-0010-0000-5)"," 120-62-7",096915
"Piperonyl sulfoxide",Positive,Positive,"Induced S9","096915.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/096915.sift)","002-02703-0010-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02703-0010-0000-5)"," 120-62-7",096915
"Piperonyl sulfoxide",Positive,,"Induced S9","096915.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/096915.sift)","002-02703-0010-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02703-0010-0000-5)"," 120-62-7",096915
"Piperonyl sulfoxide",Positive,Equivocal,Nonactivation,"096915.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/096915.sift)","002-02703-0010-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02703-0010-0000-5)"," 120-62-7",096915
"Piperonyl sulfoxide",Positive,Negative,Nonactivation,"096915.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/096915.sift)","002-02703-0010-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02703-0010-0000-5)"," 120-62-7",096915
"Polybrominated biphenyl",Negative,"Negative and Non-Toxic","Induced S9","152414.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/152414.sift)","002-02706-0007-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02706-0007-0000-4)"," 67774-32-7",152414
"Polybrominated biphenyl",Negative,"Negative and Non-Toxic",Nonactivation,"152414.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/152414.sift)","002-02706-0007-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02706-0007-0000-4)"," 67774-32-7",152414
"Tetracycline hydrochloride",Equivocal,Equivocal,"Non-Induced S9","615800.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/615800.sift)","002-02879-0009-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02879-0009-0000-7)"," 64-75-5",615800
